# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  7.65                  0.002825485150041601    3.4925                 0.0      1.1198521320344368E-4   3.4675000000000002     0.0      5.179307080325946E-6     3.4925                 0.0     
  7.66                  0.0028020002762085706   3.497                  0.0      1.0995528851420387E-4   3.472                  0.0      5.035316686502041E-6     3.497                  0.0     
  7.67                  0.002778646568981365    3.5015                 0.0      1.0795603235200213E-4   3.4765                 0.0      4.894896480954324E-6     3.5015                 0.0     
  7.68                  0.002755423740659599    3.506                  0.0      1.0598708817183802E-4   3.481                  0.0      4.757969735458626E-6     3.506                  0.0     
  7.69                  0.0027323315016787946   3.5105                 0.0      1.0404810193319129E-4   3.4855                 0.0      4.624461077791569E-6     3.5105                 0.0     
  7.7                   0.002709369560625055    3.515                  0.0      1.021387221057391E-4    3.49                   0.0      4.4942964744060126E-6    3.515                  0.0     
  7.71                  0.0026865376242497137   3.5195                 0.0      1.0025859967466664E-4   3.4945                 0.0      4.36740321318686E-6      3.5195                 0.0     
  7.72                  0.0026638353974839427   3.5239999999999996     0.0      9.840738814557518E-5    3.4989999999999997     0.0      4.243709886290001E-6     3.5239999999999996     0.0     
  7.73                  0.0026412625834533678   3.5285                 0.0      9.658474354899475E-5    3.5035000000000003     0.0      4.123146373067416E-6     3.5285                 0.0     
  7.74                  0.0026188188834926317   3.533                  0.0      9.479032444450096E-5    3.508                  0.0      4.005643823080788E-6     3.533                  0.0     
  7.75                  0.0025965039971599436   3.5375                 0.0      9.302379192444443E-5    3.5125                 0.0      3.89113463920651E-6      3.5375                 0.0     
  7.76                  0.0025743176222516105   3.542                  0.0      9.1284809617295E-5      3.517                  0.0      3.7795524608344796E-6    3.542                  0.0     
  7.7700000000000005    0.002552259454816522    3.5465                 0.0      8.957304369060436E-5    3.5215                 0.0      3.6708321471630787E-6    3.5465                 0.0     
  7.78                  0.002530329189170662    3.551                  0.0      8.788816285359614E-5    3.5260000000000002     0.0      3.5649097605930025E-6    3.551                  0.0     
  7.79                  0.002508526517911522    3.5555                 0.0      8.622983835937844E-5    3.5305                 0.0      3.4617225502216225E-6    3.5555                 0.0     
  7.8                   0.0024868511319325634   3.5599999999999996     0.0      8.459774400679433E-5    3.5349999999999997     0.0      3.361208935440825E-6     3.5599999999999996     0.0     
  7.8100000000000005    0.002465302720437613    3.5645000000000002     0.0      8.299155614190571E-5    3.5395000000000003     0.0      3.2633084896398457E-6    3.5645000000000002     0.0     
  7.82                  0.002443880970955246    3.569                  0.0      8.14109536591194E-5     3.544                  0.0      3.1679619240154752E-6    3.569                  0.0     
  7.83                  0.0024225855693531533   3.5735                 0.0      7.985561800195862E-5    3.5485                 0.0      3.075111071491518E-6     3.5735                 0.0     
  7.84                  0.002401416199852468    3.578                  0.0      7.832523316348312E-5    3.553                  0.0      2.984698870749342E-6     3.578                  0.0     
  7.8500000000000005    0.0023803725450420934   3.5825                 0.0      7.681948568636534E-5    3.5575                 0.0      2.896669350371538E-6     3.5825                 0.0     
  7.86                  0.002359454285892988    3.587                  0.0      7.533806466262293E-5    3.5620000000000003     0.0      2.810967613100171E-6     3.587                  0.0     
  7.87                  0.002338661101772433    3.5915                 0.0      7.388066173301478E-5    3.5665                 0.0      2.727539820211519E-6     3.5915                 0.0     
  7.88                  0.0023179926704582836   3.5959999999999996     0.0      7.244697108610407E-5    3.5709999999999997     0.0      2.646333176008819E-6     3.5959999999999996     0.0     
  7.890000000000001     0.002297448668153177    3.6005000000000003     0.0      7.103668945699135E-5    3.5755000000000003     0.0      2.5672959124345033E-6    3.6005000000000003     0.0     
  7.9                   0.0022770287694987615   3.605                  0.0      6.964951612572645E-5    3.58                   0.0      2.4903772738036364E-6    3.605                  0.0     
  7.91                  0.0022567326475898394   3.6095                 0.0      6.828515291539525E-5    3.5845000000000002     0.0      2.4155275016595097E-6    3.6095                 0.0     
  7.92                  0.002236559973988548    3.614                  0.0      6.694330418989556E-5    3.589                  0.0      2.342697819753253E-6     3.614                  0.0     
  7.930000000000001     0.0022165104187384815   3.6185                 0.0      6.562367685139843E-5    3.5935                 0.0      2.2718404191483076E-6    3.6185                 0.0     
  7.94                  0.002196583650378801    3.623                  0.0      6.432598033750341E-5    3.5980000000000003     0.0      2.2029084434511877E-6    3.623                  0.0     
  7.95                  0.0021767793359583273   3.6275                 0.0      6.304992661809084E-5    3.6025                 0.0      2.1358559741695996E-6    3.6275                 0.0     
  7.96                  0.0021570971410495936   3.6319999999999997     0.0      6.179523019187476E-5    3.6069999999999998     0.0      2.0706380161989574E-6    3.6319999999999997     0.0     
  7.97                  0.002137536729762907    3.6365                 0.0      6.056160808266314E-5    3.6115                 0.0      2.0072104834384323E-6    3.6365                 0.0     
  7.98                  0.0021180977647603546   3.641                  0.0      5.9348779835326375E-5   3.616                  0.0      1.9455301845373103E-6    3.641                  0.0     
  7.99                  0.0020987799072698108   3.6455                 0.0      5.8156467511480846E-5   3.6205000000000003     0.0      1.8855548087726844E-6    3.6455                 0.0     
